"bad","weight","older","younger","female","male","race_asian","race_black","race_hispanic","race_other","race_white","score1","score2","score4","score5","bad_predicted","portion"
"0","1","0","1","0","1","0.071246375700000003","0.0245241855","0.77899246170000003","0.018620103799999999","0.1066168733","675","626","624","362","0","1"
"0","1","0","1","0","1","0.0063066468999999998","0.030181331200000001","0.0038433128","0.012255922799999999","0.94741278630000003","672","624","692","431","0","2"
"0","1","0","1","1","0","0","0.49854216940000001","0.0083085018999999993","0.014507728100000001","0.47864160049999999","698","640","718","519","0","2"
"0","1","1","0","0","1","0","0.066015245700000003","0.0022243737999999998","0.0087271177000000002","0.92303326269999997","679","663","711","448","0","2"
"0","1","0","1","1","0","0.012931267499999999","0.0015849862999999999","0.85459606060000004","0.010376864600000001","0.1205108211","653","660","687","454","0","2"
"0","1","0","1","1","0","0.029989311800000001","0.024468994599999998","0.11744249349999999","0.032912818099999998","0.79518638200000002","606","609","678","477","0","2"
"0","1","0","1","0","1","0","0.18176670549999999","0.017033541499999999","0.093784030399999996","0.70741572259999996","615","623","597","378","0","2"
"0","1","1","0","1","0","0","0","0.0175804803","0.013100833900000001","0.96931868590000003","618","576","647","345","0","2"
"0","1","0","1","","","0.034062138700000001","0.78523742809999997","0.1100488541","0.0149530737","0.055698505299999999","662","645","718","507","0","2"
"0","1","0","1","0","1","0.050974180100000002","0","0.88124447900000002","0.019516455299999999","0.048264885600000001","640","625","654","457","0","2"
"0","1","0","1","0","1","0.037845353900000003","0.0064060434000000003","0.0132756043","0.0170341741","0.92543882430000002","697","672","799","584","0","2"
"0","1","0","1","0","1","0.027927880799999999","0.0062884814000000004","0.91382223279999997","0.013482839999999999","0.038478565100000001","671","656","702","383","0","2"
"0","1","1","0","0","1","0","0.028272353399999998","0.1881371027","0.0223745282","0.76121601569999997","634","599","691","519","0","2"
"0","1","0","1","1","0","0","0.10382337","0.019832811499999999","0.021945157900000001","0.85439866060000003","613","598","526","247","0","2"
"0","1","0","1","1","0","0","0.071808294499999994","0.0046541684000000003","0.0133106249","0.91022691229999997","619","568","653","416","0","2"
"0","1","0","1","0","1","0","0.51406305409999997","0.001046834","0.042315973","0.44257413880000002","673","623","675","534","0","2"
"0","1","0","1","0","1","0","0","0.0015995434000000001","0.0154650076","0.98293544909999997","650","649","621","341","0","2"
"0","1","0","1","0","1","0","0.86543768310000002","0.001904502","0.0135098801","0.1191479347","589","601","748","371","0","2"
"0","1","0","1","1","0","0","0.050064456299999997","0.0035431027","0.025668304400000001","0.92072413659999996","677","670","707","496","0","2"
"0","1","0","1","0","1","0","0.14920861590000001","0.061722301600000001","0.033210725199999999","0.75585835729999995","659","649","715","532","0","2"
"0","1","0","1","1","0","0","0","0.93235745940000003","0.0051577623999999999","0.0624847782","671","639","658","477","0","2"
"0","1","0","1","0","1","0.0044758310000000004","0.066517428200000006","0.0025341691000000002","0.0125260006","0.91394657109999999","671","634","673","428","0","2"
"0","1","0","1","1","0","0","0.0032532848999999998","0.0093785099999999996","0.0064511916000000004","0.98091701360000005","741","698","740","566","0","2"
"0","1","1","0","1","0","0.29454935900000001","0","0.079484427900000001","0.0025026851000000002","0.62346352800000004","649","599","642","369","0","2"
"0","1","0","1","1","0","0","0.0036111007000000001","0.00046953279999999999","0.0082913964999999992","0.98762797000000002","671","633","638","433","0","2"
"0","1","0","1","0","1","0.001192245","0.0071037141999999998","0.0085105275999999997","0.059565803","0.9236277101","620","543","625","328","0","2"
"0","1","0","1","1","0","0","0","0.0391733529","0.054037711799999999","0.90678893540000005","684","645","630","470","0","2"
"0","1","0","1","0","1","0.0082948020000000004","0.0055413270000000004","0.022897216599999999","0.0152450681","0.9480215863","676","663","675","417","0","2"
"0","1","0","1","0","1","0.013023636200000001","0.019394607899999999","0.037828257400000002","0.020805730000000001","0.90894776850000003","713","712","661","534","0","2"
"0","1","0","1","0","1","0.033199640000000002","0.066489655100000003","0.018797292199999999","0.011924543399999999","0.86958886930000001","633","594","675","342","0","2"
"0","1","0","1","1","0","0.0116548812","0.0091105118000000002","0.037927271899999997","0.0043201167000000004","0.9369872185","610","577","627","305","0","2"
"0","1","0","1","","","0","0.7398934546","0.0022695363000000001","0.0168384603","0.24099854879999999","662","631","641","498","0","2"
"0","1","0","1","0","1","0.00084159090000000001","0.0056890915","0.0014401850000000001","0.0045455957000000002","0.98748353680000001","773","724","688","524","0","2"
"0","1","0","1","1","0","0","0.0013862727","0.00062280340000000003","0.0094249647999999995","0.9885659591","719","637","702","461","0","2"
"0","1","0","1","1","0","0","0","0","0.0027143142999999999","0.99728568569999998","634","566","642","326","0","2"
"0","1","0","1","1","0","0","0.0113020749","0.0073129817000000003","0.016254685599999999","0.96513025789999995","649","602","677","321","0","2"
"0","1","0","1","0","1","0","0.1070050323","0.0075370534000000003","0.024835473800000001","0.86062244050000003","725","712","693","588","0","2"
"0","1","0","1","1","0","0.0017973442","0.001557681","0.0016292271000000001","0.0092665404000000003","0.98574920730000004","629","584","601","371","0","2"
"0","1","0","1","0","1","0","0.0032765231","0.987066098","0.0015046314999999999","0.0081527473000000007","643","591","614","397","0","2"
"0","1","0","1","0","1","0.0055987303999999998","0","0.86924017779999996","0.0151199139","0.1100411779","680","679","705","531","0","2"
"0","1","0","1","0","1","0","0.72972319510000005","0.00073441550000000004","0.0081982711999999992","0.26134411819999998","724","666","693","613","0","2"
"0","1","0","1","1","0","0.013097637800000001","0.26014420370000002","0.44247289420000002","0.0097746329999999996","0.27451063129999997","621","605","652","395","0","2"
"0","1","0","1","","","0","0.14685404990000001","0.0045183953000000002","0.069725571700000002","0.77890198320000004","639","613","633","420","0","2"
"0","1","1","0","1","0","0.0039422232","0.56416510139999998","0.0015428703999999999","0.039725207999999998","0.39062459690000001","672","650","627","402","0","2"
"0","1","0","1","1","0","0.47830249070000003","0.025671483299999999","0.27961492710000002","0.0212413446","0.1951697543","613","522","649","323","0","2"
"0","1","0","1","1","0","0","0","0.99786479900000002","0.00062665400000000003","0.0015085470000000001","643","608","674","596","0","2"
"0","1","0","1","0","1","","","","","","686","670","708","474","0","2"
"0","1","0","1","0","1","0.0032149493","0.00087070569999999996","0.13416714499999999","0.0065117114","0.85523548859999998","662","645","667","497","0","2"
"0","1","0","1","1","0","0","0","0.0140152365","0.032193697200000003","0.95379106629999999","672","632","773","558","0","2"
"0","1","0","1","0","1","0","0","0.0018964055","0.0242812757","0.97382231880000003","679","617","703","491","0","2"
"0","1","0","1","0","1","0","0.0073360274000000003","0.00025176389999999999","0.0076199511000000003","0.98479225749999999","617","577","602","351","0","2"
"0","1","0","1","1","0","0","0.69174384639999997","0.015535893800000001","0.0242638217","0.26845643800000002","606","565","629","385","0","3"
"0","1","0","1","0","1","0.028392146","0.44402750200000002","0.067555179399999998","0.013476058399999999","0.44654911419999999","658","634","681","441","0","3"
"0","1","0","1","","","0.0142539776","0","0.95609906759999996","0.0026591420999999998","0.026987812699999999","706","653","675","613","0","3"
"0","1","0","1","1","0","0","0.036059975899999999","0.0030250884000000001","0.0104043312","0.95051060450000002","573","537","681","368","0","3"
"0","1","0","1","0","1","0.060495538699999997","0.83030155350000001","0.050894439800000003","0.011618765","0.046689702999999999","641","581","614","375","0","3"
"0","1","0","1","0","1","0.0147594428","0.12911294079999999","0.0073373209000000003","0.0035588665000000001","0.84523142900000003","624","603","764","500","0","3"
"0","1","0","1","0","1","0","0","0","0.001453595","0.99854640500000003","625","601","567","276","0","3"
"0","1","0","1","0","1","0.0010192171","0","0.99132051619999995","0.0007741391","0.0068861275999999999","649","633","681","470","0","3"
"0","1","0","1","1","0","0","0","0.0032019545000000001","0.032707527200000003","0.96409051830000003","576","510","621","337","0","3"
"0","1","0","1","0","1","0.0036505054999999998","0.027208132100000001","0.443900501","0.038448320699999997","0.4867925407","639","602","692","399","0","3"
"0","1","0","1","1","0","0.024608075600000001","0","0.0074755024000000003","0.041595070499999998","0.92632135149999995","638","621","665","378","0","3"
"0","1","0","1","1","0","0.0030119371000000002","0.0011677732000000001","0.0070487941999999998","0.0017124269000000001","0.98705906860000003","667","608","639","559","0","3"
"0","1","0","1","","","0","0.030667949600000001","0.034622866799999999","0.0406265143","0.89408266930000002","660","602","708","636","0","3"
"0","1","0","1","1","0","0","0.97515568409999998","0.0013689303000000001","0.0093498165000000001","0.014125569100000001","716","673","701","632","0","3"
"0","1","0","1","","","0.0093571990999999997","0","0.97790606410000003","0.0028079800999999999","0.0099287566999999993","665","659","677","499","0","3"
"0","1","0","1","0","1","0.049060420200000003","0.0012505458000000001","0.8582962851","0.0271665125","0.064226236300000003","648","643","654","303","0","3"
"0","1","0","1","0","1","0","0.1960651366","0.0018705646999999999","0.018043604599999999","0.78402069419999998","727","695","748","583","0","3"
"0","1","1","0","0","1","0.0065437337999999998","0","0.96634169690000005","0.003811605","0.023302964200000002","641","593","712","486","0","3"
"0","1","0","1","0","1","0","0.0025708519000000002","0.0064821033","0.0183109763","0.97263606849999995","625","568","724","439","0","3"
"0","1","0","1","0","1","0.0080951873000000008","0","0.79743806289999997","0.01748947","0.1769772798","635","581","696","455","0","3"
"0","1","0","1","0","1","0.83835040989999998","0","0.1424047524","0.0097475093000000002","0.0094973283999999995","630","596","627","421","0","3"
"0","1","0","1","","","0.0089166139999999998","0.0109129169","0.011863961900000001","0.0082201136000000005","0.96008639360000003","621","610","634","415","0","3"
"0","1","0","1","1","0","0","0.62646844680000002","0.017022256199999999","0.055041634499999999","0.30146766250000001","619","575","601","311","0","3"
"0","1","0","1","0","1","0","0.015841100899999998","0.00073576429999999996","0.0081652388999999999","0.97525789600000001","673","638","654","397","0","3"
"0","1","0","1","0","1","0","0","0.0018299882999999999","0.0029156787999999999","0.99525433289999998","641","604","676","327","0","3"
"0","1","0","1","1","0","0.00073260800000000004","0.00050793590000000003","0.00052295300000000005","0.0031655660999999999","0.99507093710000005","670","641","651","419","0","3"
"0","1","0","1","0","1","0","0.0038498814","6.8934000000000001e-05","0.0020863731999999999","0.99399481150000002","629","603","590","249","0","3"
"0","1","0","1","0","1","0","0","0.0084604957000000008","0.0025627798000000001","0.98897672449999996","666","658","694","504","0","3"
"0","1","1","0","0","1","0.00096339199999999998","0","0.0058453823000000002","0.0039026","0.98928862579999999","900","813","918","852","0","3"
"0","1","1","0","1","0","0","0.11674189729999999","0.0010217144999999999","0.013743767800000001","0.86849262039999997","697","671","704","490","0","3"
"0","1","0","1","1","0","0.0023516632","0.1019042718","0.024702028800000001","0.0063508942000000002","0.86469114209999998","635","615","685","389","0","3"
"0","1","0","1","0","1","0","0.00029125320000000001","0.00083961949999999995","0.0045378826000000002","0.99433124470000001","657","640","710","514","0","3"
"0","1","0","1","1","0","0","0","0.0052569401999999999","0.0105620065","0.98418105330000005","670","597","681","430","0","3"
"0","1","0","1","0","1","0","0.62258824020000003","0.0071621337999999996","0.0048386386000000003","0.3654109874","717","685","728","672","0","3"
"0","1","0","1","0","1","0","0.013544899799999999","0.0091598951000000008","0.0177715242","0.95952368079999995","729","703","744","562","0","3"
"0","1","1","0","0","1","0","0","0.0050667250000000002","0.017439731399999998","0.97749354359999996","665","569","702","458","0","3"
"0","1","0","1","","","0","0","0.99600630349999997","0","0.0039936965000000003","642","584","601","339","0","3"
"0","1","0","1","1","0","0.020168790400000001","0.011493823","0.94256612090000003","0.0075522541","0.018219011600000001","693","667","658","485","0","3"
"0","1","0","1","0","1","0","0.48242391220000003","0.0503820554","0.017633841500000001","0.44956019089999999","618","569","625","346","0","3"
"0","1","0","1","1","0","0","0.057025002800000002","0.0020500688000000002","0.024620539100000002","0.91630438930000002","707","645","729","395","0","3"
"0","1","0","1","1","0","0","0","0","0","1","625","587","698","461","0","3"
"0","1","0","1","0","1","0.0155125857","0.0084534818000000008","0.017425148800000002","0.0272940809","0.93131470279999995","619","640","632","469","0","3"
"0","1","0","1","1","0","0.040414699499999998","0.35102246120000002","0.14175296070000001","0.030982997500000001","0.435826881","698","664","694","501","0","3"
"0","1","0","1","0","1","0","0","0.0062510287999999999","0.0211859288","0.97256304240000002","620","632","664","538","0","3"
"0","1","0","1","0","1","0.0014945952999999999","0.046371795","0.20953475569999999","0.029061355699999999","0.71353749830000002","634","661","645","422","0","3"
"0","1","0","1","0","1","0","0.24587537700000001","0.0043088451999999996","0.0114111053","0.73840467249999997","657","625","621","371","0","3"
"0","1","0","1","0","1","0.028987193000000001","0.38782017610000002","0.1312357019","0.18592146649999999","0.26603546249999999","565","543","662","460","0","3"
"0","1","0","1","0","1","0.0003953397","0.0017131198","0.001505082","0.0053382662000000004","0.99104819219999996","615","628","611","348","0","3"
"0","1","0","1","","","0.019588959499999999","0","0.96891806459999996","0.0053387221000000002","0.0061542537","684","640","612","302","0","3"
"0","1","0","1","1","0","0.0185532006","0.0072986780000000003","0.1099709946","0.016798533099999999","0.84737859380000002","690","668","710","646","0","3"
"0","1","0","1","1","0","0","0.2252421661","0.023892836800000001","0.092602633899999995","0.65826236319999998","679","605","713","491","0","4"
"0","1","0","1","","","0","0.050338014200000003","0.0087241920000000004","0.026018027700000002","0.91491976610000003","641","631","630","326","0","4"
"0","1","0","1","0","1","0","0.0057251890000000003","0.0035332483999999998","0.051899074699999999","0.93884248790000002","590","563","677","422","0","4"
"0","1","0","1","1","0","0","0.065831643499999995","0.018199248000000001","0.0108602739","0.90510883450000001","680","682","693","489","0","4"
"0","1","0","1","0","1","0","0","0","0.0014796642","0.99852033579999999","617","576","588","275","0","4"
"0","1","0","1","0","1","0","0","0.0015758637000000001","0.0061162537999999997","0.99230788250000002","648","623","661","403","0","4"
"0","1","0","1","1","0","0.0040760691000000003","0","0.99079786079999999","0.0012230911","0.003902979","610","572","688","426","0","4"
"0","1","0","1","1","0","0.00076202460000000002","0.0066041397999999996","0.00045329270000000002","0.0013719475000000001","0.99080859539999999","620","577","675","529","0","4"
"0","1","0","1","0","1","0.0020921014","0","0.0044179502000000004","0.0028249613000000001","0.99066498700000005","652","605","621","286","0","4"
"0","1","0","1","","","0.99762140529999999","0","0","0.0016326407999999999","0.00074595399999999995","626","584","622","415","0","4"
"0","1","0","1","0","1","0.0153104991","0.1756860251","0.012289347000000001","0.0500940697","0.74662005899999995","601","574","601","350","0","4"
"0","1","0","1","0","1","0.029385363599999999","0.038244007300000001","0.0146613656","0.021938565600000001","0.89577069789999997","696","687","701","583","0","4"
"0","1","1","0","1","0","0.95255987610000004","0","0.0114419927","0.012757460700000001","0.023240670500000001","621","630","638","396","0","4"
"0","1","0","1","0","1","0.032586901000000001","0.0225050784","0.87738100019999998","0.018105006699999999","0.049422013700000003","632","615","680","475","0","4"
"0","1","0","1","1","0","0","0.00053604990000000001","0.0085780735999999996","0.0047725407000000003","0.98611333580000005","627","592","558","300","0","4"
"0","1","0","1","1","0","0.014205314300000001","0","0.019840687400000001","0.036307675900000003","0.92964632250000001","665","599","628","341","0","4"
"0","1","0","1","1","0","0","0.012203469999999999","0.0024615701000000002","0.017590873600000001","0.96774408629999997","728","704","825","536","0","4"
"0","1","0","1","","","0.00072987460000000003","0","0.00045346889999999998","0.0047779657999999997","0.99403869069999995","680","605","669","520","0","4"
"0","1","0","1","0","1","0","0","0.99851115140000002","0.00093766240000000005","0.00055118620000000002","627","616","654","361","0","4"
"0","1","0","1","","","0","0.93745708620000001","0.0021905497000000002","0.0054539089000000002","0.054898455300000003","649","643","657","440","0","4"
"0","1","0","1","0","1","0","0.034822813600000002","0.0040190021000000003","0.12630985259999999","0.83484833169999995","668","670","702","425","0","4"
"0","1","1","0","0","1","0","0.020909361200000001","0.0080871044999999992","0.019491059200000001","0.95151247500000002","668","632","811","697","0","4"
"0","1","0","1","","","0","0.80423729330000004","0.0673224506","0.064242251200000003","0.064198005000000002","657","637","702","361","0","4"
"0","1","0","1","1","0","0","0.0037526972999999998","0.0055261837000000003","0.0056697259999999999","0.985051393","652","641","634","354","0","4"
"0","1","0","1","1","0","0","0","0.022219466300000001","0.052431001599999999","0.92534953210000004","691","649","639","496","0","4"
"0","1","0","1","0","1","0","0","0.99963653720000001","0","0.0003634628","721","687","630","267","0","4"
"0","1","1","0","0","1","0.0062648690000000002","0","0.051795392500000002","0.024975497900000001","0.91696424060000004","623","603","682","491","0","4"
"0","1","0","1","0","1","0","0.051350370100000001","0.005068538","0.012264524799999999","0.93131656709999999","669","548","654","473","0","4"
"0","1","1","0","1","0","0.00030383679999999998","0.45916897109999999","0.00047677679999999999","0.0085342303000000008","0.53151618509999998","617","619","653","365","0","4"
"0","1","0","1","1","0","0.0047625081","0","0.99298508220000004","0.00057589320000000002","0.0016765165","687","683","675","556","0","4"
"0","1","0","1","1","0","0","0.52685339919999996","0.012898245500000001","0.010788849499999999","0.4494595059","670","644","696","471","0","4"
"0","1","0","1","1","0","0","0.021955119499999998","0.016059033","0.0030406453999999999","0.958945202","675","648","631","409","0","4"
"0","1","0","1","0","1","0.0029013111000000002","0.0028573201","0.0061189366000000004","0.0042737846000000003","0.98384864770000002","652","574","659","311","0","4"
"0","1","0","1","0","1","0.036660905299999998","0.0025013943000000002","0.92903064369999999","0.0011776037","0.030629453000000001","660","641","639","383","0","4"
"0","1","0","1","0","1","0","0.062245254100000001","0.0026185484000000002","0.0156421718","0.91949402570000005","649","593","617","367","0","4"
"0","1","0","1","1","0","0","0.0121012563","0.0015830295000000001","0.010647196499999999","0.97566851759999995","678","511","675","186","0","4"
"0","1","0","1","0","1","0","0.038466792600000001","0.015896695999999998","0.0158720015","0.92976450990000004","640","637","678","513","0","4"
"0","1","0","1","0","1","0.00039890729999999999","0","0.99016006690000002","0.00086183020000000002","0.0085791956000000006","633","594","637","311","0","4"
"0","1","0","1","","","0.98413607650000001","0","0.0016191262999999999","0.0057485684","0.0084962287000000004","610","622","654","315","0","4"
"0","1","1","0","0","1","0.022077337999999998","0.19872088909999999","0.095165910199999995","0.1249431408","0.55909272190000003","687","670","656","485","0","4"
"0","1","0","1","","","0","0.00022315010000000001","0.00018379799999999999","0.0055628793000000003","0.99403017250000003","592","592","633","359","0","4"
"0","1","0","1","1","0","0.69935216300000003","0","0.1765240277","0.1022808211","0.0218429882","672","621","695","377","0","4"
"0","1","0","1","1","0","0","0","0.0049992524000000002","0.0028582913999999999","0.99214245619999997","570","553","591","229","0","4"
"0","1","0","1","1","0","0","0.83690265630000005","0.0004742786","0.0014354639","0.16118760130000001","685","671","642","451","0","4"
"0","1","0","1","0","1","0.0001580454","0","0.98198039650000002","0.0026677951999999998","0.015193763000000001","721","698","702","458","0","4"
"0","1","0","1","1","0","0","0.00075422309999999997","0.0036385098000000001","0.003133654","0.99247361320000005","626","628","619","314","0","4"
"0","1","0","1","0","1","0","0.15908298360000001","0.0038943627","0.036719981399999997","0.80030267229999996","701","632","711","470","0","4"
"0","1","0","1","1","0","0.1049158174","0.59455259839999997","0.052983781000000001","0.0267920712","0.2207557319","596","555","561","264","0","4"
"0","1","0","1","0","1","0.77434816299999998","0.00095797619999999999","0.14318884170000001","0.070051692499999998","0.011453326600000001","672","659","622","411","0","4"
"0","1","0","1","1","0","0.00056799170000000003","0.0071376826000000004","0.0035476518","0.0099704573000000008","0.97877621670000003","644","589","707","367","0","4"
"0","1","0","1","0","1","0.00052044389999999997","0.00086739680000000004","0.99517382399999998","0.00054058039999999995","0.0028977549000000001","631","585","546","194","0","5"
"0","1","0","1","0","1","0","0","0.91178967830000002","0.0049787418999999999","0.083231579799999997","673","645","698","392","0","5"
"0","1","0","1","1","0","0.043923338899999997","0.026330032400000002","0.1075077461","0.0091819433999999998","0.8130569392","598","625","607","302","0","5"
"0","1","0","1","0","1","0","0","0.0056682616999999998","0.028015946999999999","0.9663157913","685","673","688","496","0","5"
"0","1","0","1","1","0","0","0","0.49492195109999998","0.16586434829999999","0.33921370070000001","596","572","693","508","0","5"
"0","1","0","1","1","0","0.0037302311000000001","0.95063192799999996","0.0013806735","0.0059696892000000003","0.038287478200000002","615","567","655","366","0","5"
"0","1","0","1","0","1","0.0783177922","0.010115783999999999","0.012052539500000001","0.0048215921999999996","0.89469229220000002","709","672","782","609","0","5"
"0","1","0","1","0","1","0","0.0014251197999999999","0.96310468370000002","0.0041447719000000001","0.031325424599999999","614","598","584","297","0","5"
"0","1","0","1","0","1","0.00040563559999999999","0","0.00043432840000000002","0.0032863743","0.99587366170000002","682","711","695","380","0","5"
"0","1","0","1","1","0","0.017900307300000001","0.060249822100000003","0.89383008019999999","0.026981310099999999","0.0010384804","581","546","685","368","0","5"
"0","1","0","1","1","0","0.089827764899999996","0.0145559863","0.62960136749999995","0.056553803399999998","0.20946107799999999","643","587","638","400","0","5"
"0","1","0","1","0","1","0","0.093120875899999997","0.015906167700000001","0.017134125199999999","0.87383883129999995","585","587","675","400","0","5"
"0","1","0","1","0","1","0.30121399450000003","0.081203367900000004","0.1216652166","0.0110808209","0.48483660010000001","593","534","594","311","0","5"
"0","1","1","0","","","0.2310071242","0.0013632564999999999","0.73512731529999997","0.010923568200000001","0.021578735799999998","661","694","674","382","0","5"
"0","1","0","1","0","1","0","0.83562970849999996","0.026116102400000001","0.0150135488","0.1232406403","672","683","726","691","0","5"
"0","1","0","1","","","0","0","0.93504736529999999","0.0091620434000000001","0.055790591299999998","726","682","654","502","0","5"
"0","1","0","1","1","0","0","0.051134911800000002","0.0131306151","0.28237805970000002","0.65335641339999995","683","657","681","408","0","5"
